checksum,evidence_checksum,profile,profile_label,pareto_optimal,constraint_status,domain,existing_units,additional_units,total_units,unit_label,unit_cost_usd,added_cost_usd,evidence_records,evidence_source,evidence_strength,residual_need,normalized_yield,marginal_multiplier,normalized_information,normalized_equity,normalized_intervention,normalized_reliability,incremental_composite,portfolio_score,portfolio_added_cost_usd,portfolio_uncommitted_usd,portfolio_worst_domain_benefit,portfolio_balance_gap
8dae467f,7550f884,equity,Equity First,true,feasible,soil,22,8,30,sample + laboratory package,750,6000,1,illustrative-controlled,0.4092,0.46,0.8799999999999999,1.0506104190592,0.6673973343888929,0.6433619028982956,0.7497125822339551,0.9176180946704273,0.0855129303159099,1.108362368369946,57000,0,0.6731219229476909,0.04455635878182507
8dae467f,7550f884,equity,Equity First,true,feasible,water,6,3,9,station or sampling package,5000,15000,1,illustrative-controlled,0.35339999999999994,0.69,1.04,1.1180223517408,0.702776490973272,0.5757027274020795,0.7058414283910938,0.7572780206071874,0.14499383984555708,1.108362368369946,57000,0,0.6731219229476909,0.04455635878182507
8dae467f,7550f884,resilience,Reliability and Intervention,true,feasible,heat,9,4,13,monitor package,3000,12000,1,illustrative-controlled,0.4463999999999999,0.58,1.08,1.1202488964352,0.7095067960291117,0.7222182278286514,0.6471019295785383,0.850914746201895,0.11949033110945977,1.0641474604426595,57000,0,0.6440294650824999,0.10324466368075391
8dae467f,7550f884,resilience,Reliability and Intervention,true,feasible,air,5,2,7,calibrated station package,8000,16000,1,illustrative-controlled,0.3782,0.74,1.16,1.1564659570656,0.7988730474134906,0.6393105041980133,0.6257921499470769,0.7525623819415977,0.11294022080651117,1.0641474604426595,57000,0,0.6440294650824999,0.10324466368075391
8dae467f,7550f884,resilience,Reliability and Intervention,true,feasible,soil,22,12,34,sample + laboratory package,750,9000,1,illustrative-controlled,0.4092,0.46,0.8799999999999999,1.0506104190592,0.6993565904961139,0.676640313237651,0.7825042729997819,0.9411788391249206,0.11510877734964771,1.0641474604426595,57000,0,0.6440294650824999,0.10324466368075391
8dae467f,7550f884,resilience,Reliability and Intervention,true,feasible,water,6,4,10,station or sampling package,5000,20000,1,illustrative-controlled,0.35339999999999994,0.69,1.04,1.1180223517408,0.7402129765651072,0.6113708425590563,0.744701699417324,0.7944261874234427,0.18178444732701057,1.0641474604426595,57000,0,0.6440294650824999,0.10324466368075391
8dae467f,7550f884,cost,Cost Efficient,true,feasible,heat,9,3,12,monitor package,3000,9000,1,illustrative-controlled,0.4463999999999999,0.58,1.08,1.1202488964352,0.6839440625172722,0.6926867672279511,0.6237875733618087,0.8267114559261685,0.0945626050384804,1.0818348966840245,33750,23250,0.5926082046822417,0.1331434532828375
8dae467f,7550f884,cost,Cost Efficient,true,feasible,air,5,1,6,calibrated station package,8000,8000,1,illustrative-controlled,0.3782,0.74,1.16,1.1564659570656,0.7413023224645349,0.5831156385933519,0.5768454217929415,0.6939218355791235,0.06151896040625295,1.0818348966840245,33750,23250,0.5926082046822417,0.1331434532828375
8dae467f,7550f884,cost,Cost Efficient,true,feasible,soil,22,9,31,sample + laboratory package,750,6750,1,illustrative-controlled,0.4092,0.46,0.8799999999999999,1.0506104190592,0.6760460290491994,0.6523195499930061,0.7586415739362711,0.9242733035420303,0.09358630655147328,1.0818348966840245,33750,23250,0.5926082046822417,0.1331434532828375
8dae467f,7550f884,cost,Cost Efficient,true,feasible,water,6,2,8,station or sampling package,5000,10000,1,illustrative-controlled,0.35339999999999994,0.69,1.04,1.1180223517408,0.6599279054929014,0.5359282197039987,0.6616127613912509,0.7133923076222776,0.10296083551331393,1.0818348966840245,33750,23250,0.5926082046822417,0.1331434532828375
