checksum,trajectory,trajectory_label,pareto_optimal,trajectory_score,round,ready,selected_profile,selected_profile_label,constraint_status,budget_usd,added_cost_usd,uncommitted_usd,domain,existing_units,additional_units,total_units,incremental_composite,normalized_information,normalized_equity,normalized_reliability,normalized_intervention,evidence_strength_after,residual_need_after,terminal_residual_need,discounted_incremental_benefit,cumulative_cost_usd
d6981355,balanced,Balanced trajectory,true,1.4850791537808004,3,true,balanced,Balanced,feasible,60000,55500,1500,water,13,4,17,0.07012831235203387,0.8548352588259638,0.7549554085040566,0.934972500394017,0.9074699482720685,0.5076660510309192,0.4788316443638788,0.4197659526883972,0.264439743817936,216500
d6981355,balanced,Balanced trajectory,true,1.4850791537808004,4,true,balanced,Balanced,feasible,60000,47000,10000,heat,24,0,24,0,0.804226001708948,0.8759842841401484,0.9715869903716681,0.7650288233896942,0.5981479162189574,0.38501438943454386,0.4197659526883972,0.264439743817936,216500
d6981355,balanced,Balanced trajectory,true,1.4850791537808004,4,true,balanced,Balanced,feasible,60000,47000,10000,air,12,4,16,0.05504077280423075,0.9527013583674467,0.8649389603523248,0.963332880373383,0.8103362735156668,0.5482097699058871,0.4840853195042548,0.4197659526883972,0.264439743817936,216500
d6981355,balanced,Balanced trajectory,true,1.4850791537808004,4,true,balanced,Balanced,feasible,60000,47000,10000,soil,40,0,40,0,0.7127934015215339,0.7037628037118541,0.9646505970043417,0.8270261964891935,0.5002689391206608,0.36930798616893884,0.4197659526883972,0.264439743817936,216500
d6981355,balanced,Balanced trajectory,true,1.4850791537808004,4,true,balanced,Balanced,feasible,60000,47000,10000,water,17,3,20,0.033086205033157644,0.8696348516570191,0.7869607524675338,0.9607653194669072,0.9523550274226485,0.5390686753527142,0.44065611564585155,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,1,true,information,Maximum Information,feasible,60000,57000,0,heat,9,4,13,0.11949033110945977,0.7095067960291117,0.7222182278286514,0.850914746201895,0.6471019295785383,0.5011949392003381,0.5058439716630296,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,1,true,information,Maximum Information,feasible,60000,57000,0,air,5,2,7,0.11294022080651117,0.7988730474134906,0.6393105041980133,0.7525623819415977,0.6257921499470769,0.42348902854047815,0.6668289043318741,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,1,true,information,Maximum Information,feasible,60000,57000,0,soil,22,12,34,0.11510877734964771,0.6993565904961139,0.676640313237651,0.9411788391249206,0.7825042729997819,0.46583447135752415,0.40184277845440863,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,1,true,information,Maximum Information,feasible,60000,57000,0,water,6,4,10,0.18178444732701057,0.7402129765651072,0.6113708425590563,0.7944261874234427,0.744701699417324,0.4206990023685645,0.5923755288016227,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,2,true,information,Maximum Information,feasible,60000,57000,0,heat,13,5,18,0.08854558278761049,0.7814533922149832,0.8193676319344483,0.9291007823262052,0.7166728211163383,0.5521021456733793,0.44078436803149557,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,2,true,information,Maximum Information,feasible,60000,57000,0,air,7,3,10,0.10775104686008853,0.8948313155303361,0.7538032381839638,0.8678566534667685,0.7166920839278117,0.47359322156997863,0.5898205870479678,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,2,true,information,Maximum Information,feasible,60000,57000,0,soil,34,4,38,0.023105134569857227,0.7108954213439695,0.6955644165979941,0.9579489758383591,0.8100537857118946,0.48842091967671575,0.3803520580010493,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,2,true,information,Maximum Information,feasible,60000,57000,0,water,10,3,13,0.0836042955904188,0.8016122038208451,0.6850472824415277,0.8738652141690182,0.8288817575998143,0.4633919402118504,0.5353895017329776,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,3,true,information,Maximum Information,feasible,60000,55500,1500,heat,18,6,24,0.057547934909646846,0.8214060616564657,0.8858923741525904,0.9712531150456524,0.7656610986894753,0.5981479162189574,0.38501438943454386,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,3,true,information,Maximum Information,feasible,60000,55500,1500,air,10,2,12,0.04551364271408994,0.9169093927769858,0.7978326570585947,0.9137537620335726,0.7572207395147851,0.5049349977318712,0.5446905636916229,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,3,true,information,Maximum Information,feasible,60000,55500,1500,soil,38,2,40,0.009659499761855669,0.7158591913459569,0.7048803776652418,0.9645446545978621,0.8239441276666944,0.5002689391206608,0.36930798616893884,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,3,true,information,Maximum Information,feasible,60000,55500,1500,water,13,4,17,0.07012831235203387,0.8548352588259638,0.7549554085040566,0.934972500394017,0.9074699482720685,0.5076660510309192,0.4788316443638788,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,4,true,information,Maximum Information,feasible,60000,47000,10000,heat,24,0,24,0,0.804226001708948,0.8759842841401484,0.9715869903716681,0.7650288233896942,0.5981479162189574,0.38501438943454386,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,4,true,information,Maximum Information,feasible,60000,47000,10000,air,12,4,16,0.05504077280423075,0.9527013583674467,0.8649389603523248,0.963332880373383,0.8103362735156668,0.5482097699058871,0.4840853195042548,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,4,true,information,Maximum Information,feasible,60000,47000,10000,soil,40,0,40,0,0.7127934015215339,0.7037628037118541,0.9646505970043417,0.8270261964891935,0.5002689391206608,0.36930798616893884,0.4197659526883972,0.264439743817936,216500
d6981355,information,Maximum Information trajectory,true,1.4850791537808004,4,true,information,Maximum Information,feasible,60000,47000,10000,water,17,3,20,0.033086205033157644,0.8696348516570191,0.7869607524675338,0.9607653194669072,0.9523550274226485,0.5390686753527142,0.44065611564585155,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,1,true,exposure,Exposure Protection,feasible,60000,57000,0,heat,9,4,13,0.11949033110945977,0.7095067960291117,0.7222182278286514,0.850914746201895,0.6471019295785383,0.5011949392003381,0.5058439716630296,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,1,true,exposure,Exposure Protection,feasible,60000,57000,0,air,5,2,7,0.11294022080651117,0.7988730474134906,0.6393105041980133,0.7525623819415977,0.6257921499470769,0.42348902854047815,0.6668289043318741,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,1,true,exposure,Exposure Protection,feasible,60000,57000,0,soil,22,12,34,0.11510877734964771,0.6993565904961139,0.676640313237651,0.9411788391249206,0.7825042729997819,0.46583447135752415,0.40184277845440863,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,1,true,exposure,Exposure Protection,feasible,60000,57000,0,water,6,4,10,0.18178444732701057,0.7402129765651072,0.6113708425590563,0.7944261874234427,0.744701699417324,0.4206990023685645,0.5923755288016227,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,2,true,exposure,Exposure Protection,feasible,60000,57000,0,heat,13,5,18,0.08854558278761049,0.7814533922149832,0.8193676319344483,0.9291007823262052,0.7166728211163383,0.5521021456733793,0.44078436803149557,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,2,true,exposure,Exposure Protection,feasible,60000,57000,0,air,7,3,10,0.10775104686008853,0.8948313155303361,0.7538032381839638,0.8678566534667685,0.7166920839278117,0.47359322156997863,0.5898205870479678,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,2,true,exposure,Exposure Protection,feasible,60000,57000,0,soil,34,4,38,0.023105134569857227,0.7108954213439695,0.6955644165979941,0.9579489758383591,0.8100537857118946,0.48842091967671575,0.3803520580010493,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,2,true,exposure,Exposure Protection,feasible,60000,57000,0,water,10,3,13,0.0836042955904188,0.8016122038208451,0.6850472824415277,0.8738652141690182,0.8288817575998143,0.4633919402118504,0.5353895017329776,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,3,true,exposure,Exposure Protection,feasible,60000,55500,1500,heat,18,6,24,0.057547934909646846,0.8214060616564657,0.8858923741525904,0.9712531150456524,0.7656610986894753,0.5981479162189574,0.38501438943454386,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,3,true,exposure,Exposure Protection,feasible,60000,55500,1500,air,10,2,12,0.04551364271408994,0.9169093927769858,0.7978326570585947,0.9137537620335726,0.7572207395147851,0.5049349977318712,0.5446905636916229,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,3,true,exposure,Exposure Protection,feasible,60000,55500,1500,soil,38,2,40,0.009659499761855669,0.7158591913459569,0.7048803776652418,0.9645446545978621,0.8239441276666944,0.5002689391206608,0.36930798616893884,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,3,true,exposure,Exposure Protection,feasible,60000,55500,1500,water,13,4,17,0.07012831235203387,0.8548352588259638,0.7549554085040566,0.934972500394017,0.9074699482720685,0.5076660510309192,0.4788316443638788,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,4,true,exposure,Exposure Protection,feasible,60000,47000,10000,heat,24,0,24,0,0.804226001708948,0.8759842841401484,0.9715869903716681,0.7650288233896942,0.5981479162189574,0.38501438943454386,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,4,true,exposure,Exposure Protection,feasible,60000,47000,10000,air,12,4,16,0.05504077280423075,0.9527013583674467,0.8649389603523248,0.963332880373383,0.8103362735156668,0.5482097699058871,0.4840853195042548,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,4,true,exposure,Exposure Protection,feasible,60000,47000,10000,soil,40,0,40,0,0.7127934015215339,0.7037628037118541,0.9646505970043417,0.8270261964891935,0.5002689391206608,0.36930798616893884,0.4197659526883972,0.264439743817936,216500
d6981355,exposure,Exposure Protection trajectory,true,1.4850791537808004,4,true,exposure,Exposure Protection,feasible,60000,47000,10000,water,17,3,20,0.033086205033157644,0.8696348516570191,0.7869607524675338,0.9607653194669072,0.9523550274226485,0.5390686753527142,0.44065611564585155,0.4197659526883972,0.264439743817936,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,1,true,equity,Equity First,feasible,60000,57000,0,heat,9,4,13,0.11949033110945977,0.7095067960291117,0.7222182278286514,0.850914746201895,0.6471019295785383,0.5011949392003381,0.5058439716630296,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,1,true,equity,Equity First,feasible,60000,57000,0,air,5,3,8,0.1559605086435636,0.8459385020953593,0.6877985350285583,0.7999364025769096,0.6666932544236635,0.4381792585864429,0.6426528355984518,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,1,true,equity,Equity First,feasible,60000,57000,0,soil,22,8,30,0.0855129303159099,0.6673973343888929,0.6433619028982956,0.9176180946704273,0.7497125822339551,0.4543196234863178,0.4139406233095986,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,1,true,equity,Equity First,feasible,60000,57000,0,water,6,3,9,0.14499383984555708,0.702776490973272,0.5757027274020795,0.7572780206071874,0.7058414283910938,0.40865972126955996,0.6101348554799348,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,2,true,equity,Equity First,feasible,60000,57000,0,heat,13,4,17,0.07458424118196096,0.7671078786864581,0.8012011196872788,0.9176356378657634,0.7035165155026284,0.5458514137091232,0.44893717098998476,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,2,true,equity,Equity First,feasible,60000,57000,0,air,8,3,11,0.08993974160282671,0.9130588619871779,0.7798264354094271,0.8935028138617213,0.7432143968781554,0.48504183353812164,0.5722170551899822,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,2,true,equity,Equity First,feasible,60000,57000,0,soil,30,8,38,0.052530527016004976,0.7137110758832437,0.6976267363938464,0.9578128963887752,0.8072772949005977,0.4929365746548803,0.37639739483312146,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,2,true,equity,Equity First,feasible,60000,57000,0,water,9,3,12,0.0957644632963605,0.7816867155038492,0.6622778920964731,0.8507023693898802,0.7994988433433385,0.4536214420612467,0.5490719911531453,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,3,true,equity,Equity First,feasible,60000,55500,1500,heat,17,6,23,0.06430003631389075,0.8164445536587724,0.8774917130740708,0.9665551396032941,0.7579596278445705,0.5932098678164932,0.3910595301438468,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,3,true,equity,Equity First,feasible,60000,55500,1500,air,11,2,13,0.03818927360335398,0.9280777781128952,0.8172480696280395,0.9306662044533357,0.7777520216227811,0.5149636953429566,0.5298138578566982,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,3,true,equity,Equity First,feasible,60000,55500,1500,soil,38,2,40,0.009658834126205662,0.7147397655107309,0.704787551016145,0.9644446280766122,0.821757066315831,0.5046796831779006,0.3654685644203876,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,3,true,equity,Equity First,feasible,60000,55500,1500,water,12,4,16,0.08011622291273764,0.8447004055237489,0.7408105946472601,0.9228661400912017,0.886930220894567,0.4997687889828154,0.4892869682719385,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,4,true,equity,Equity First,feasible,60000,47000,10000,heat,23,1,24,0.007191326010500654,0.8060431608174135,0.8771715568337178,0.9715204428254588,0.7639150006523491,0.6042752286204571,0.3782864984549183,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,4,true,equity,Equity First,feasible,60000,47000,10000,air,13,3,16,0.037557028318885965,0.947932134385491,0.8622856639723842,0.9636425396812581,0.8147242333619397,0.5504338725551313,0.4809094051819551,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,4,true,equity,Equity First,feasible,60000,47000,10000,soil,40,0,40,0,0.7116956018811378,0.7036609332426553,0.964578886942163,0.8253404100120612,0.5046796831779006,0.3654685644203876,0.41648465830425563,0.2639000002612748,216500
d6981355,equity,Equity First trajectory,true,1.4863658952145344,4,true,equity,Equity First,feasible,60000,47000,10000,water,16,4,20,0.04733011251458905,0.8727611697781813,0.7885086863510429,0.9604953978924962,0.9471561768632559,0.5387803608599888,0.4412741651597615,0.41648465830425563,0.2639000002612748,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,1,true,resilience,Reliability and Intervention,feasible,60000,57000,0,heat,9,4,13,0.11949033110945977,0.7095067960291117,0.7222182278286514,0.850914746201895,0.6471019295785383,0.5011949392003381,0.5058439716630296,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,1,true,resilience,Reliability and Intervention,feasible,60000,57000,0,air,5,2,7,0.11294022080651117,0.7988730474134906,0.6393105041980133,0.7525623819415977,0.6257921499470769,0.42348902854047815,0.6668289043318741,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,1,true,resilience,Reliability and Intervention,feasible,60000,57000,0,soil,22,12,34,0.11510877734964771,0.6993565904961139,0.676640313237651,0.9411788391249206,0.7825042729997819,0.46583447135752415,0.40184277845440863,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,1,true,resilience,Reliability and Intervention,feasible,60000,57000,0,water,6,4,10,0.18178444732701057,0.7402129765651072,0.6113708425590563,0.7944261874234427,0.744701699417324,0.4206990023685645,0.5923755288016227,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,2,true,resilience,Reliability and Intervention,feasible,60000,57000,0,heat,13,5,18,0.08854558278761049,0.7814533922149832,0.8193676319344483,0.9291007823262052,0.7166728211163383,0.5521021456733793,0.44078436803149557,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,2,true,resilience,Reliability and Intervention,feasible,60000,57000,0,air,7,3,10,0.10775104686008853,0.8948313155303361,0.7538032381839638,0.8678566534667685,0.7166920839278117,0.47359322156997863,0.5898205870479678,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,2,true,resilience,Reliability and Intervention,feasible,60000,57000,0,soil,34,4,38,0.023105134569857227,0.7108954213439695,0.6955644165979941,0.9579489758383591,0.8100537857118946,0.48842091967671575,0.3803520580010493,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,2,true,resilience,Reliability and Intervention,feasible,60000,57000,0,water,10,3,13,0.0836042955904188,0.8016122038208451,0.6850472824415277,0.8738652141690182,0.8288817575998143,0.4633919402118504,0.5353895017329776,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,3,true,resilience,Reliability and Intervention,feasible,60000,55500,1500,heat,18,6,24,0.057547934909646846,0.8214060616564657,0.8858923741525904,0.9712531150456524,0.7656610986894753,0.5981479162189574,0.38501438943454386,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,3,true,resilience,Reliability and Intervention,feasible,60000,55500,1500,air,10,2,12,0.04551364271408994,0.9169093927769858,0.7978326570585947,0.9137537620335726,0.7572207395147851,0.5049349977318712,0.5446905636916229,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,3,true,resilience,Reliability and Intervention,feasible,60000,55500,1500,soil,38,2,40,0.009659499761855669,0.7158591913459569,0.7048803776652418,0.9645446545978621,0.8239441276666944,0.5002689391206608,0.36930798616893884,0.4197659526883972,0.264439743817936,216500
d6981355,resilience,Reliability and Intervention trajectory,true,1.4850791537808004,3,true,resilience,Reliability and Intervention,feasible,60000,55500,1500,water,13,4,17,0.07012831235203387,0.8548352588259638,0.7549554085040566,0.934972500394017,0.9074699482720685,0.5076660510309192,0.4788316443638788,0.4197659526883972,0.264439743817936,216500
