checksum,profile,profile_label,pareto_optimal,domain,units,unit_label,unit_cost_usd,committed_cost_usd,budget_share,normalized_information,normalized_exposure,normalized_equity,normalized_ecology,normalized_intervention,normalized_reliability,normalized_composite,portfolio_score,portfolio_committed_cost_usd,portfolio_worst_domain_benefit,portfolio_balance_gap
6c496444,equity,Equity First,false,soil,22,sample + laboratory package,750,16500,0.14537444933920704,0.5302203586940141,0.3746866818316182,0.4860251736615928,0.6976112876732784,0.5777432156140222,0.8393834304431694,0.5842783579862825,0.6088069997598323,113500,0.44769740862616564,0.13658094936011683
6c496444,equity,Equity First,false,water,6,station or sampling package,5000,30000,0.2643171806167401,0.45528952875638024,0.37188176373860893,0.3584747681519963,0.4621250127595658,0.4605963544886659,0.602933404843538,0.4518834721231258,0.6088069997598323,113500,0.44769740862616564,0.13658094936011683
6c496444,resilience,Reliability and Intervention,false,heat,9,monitor package,3000,27000,0.23788546255506607,0.5241176765171028,0.6228858299346381,0.4917658547616438,0.34903118804461153,0.4671483638522003,0.7285401415192078,0.5305815091049008,0.610878534005681,113500,0.44769740862616564,0.13658094936011683
6c496444,resilience,Reliability and Intervention,false,air,5,calibrated station package,8000,40000,0.3524229074889868,0.5407956812327832,0.49417856890607204,0.403434675481128,0.19116570466981203,0.43184370008566897,0.6247661213815293,0.44769740862616564,0.610878534005681,113500,0.44769740862616564,0.13658094936011683
6c496444,resilience,Reliability and Intervention,false,soil,22,sample + laboratory package,750,16500,0.14537444933920704,0.5302203586940141,0.3746866818316182,0.4860251736615928,0.6976112876732784,0.5777432156140222,0.8393834304431694,0.5842783579862825,0.610878534005681,113500,0.44769740862616564,0.13658094936011683
6c496444,resilience,Reliability and Intervention,false,water,6,station or sampling package,5000,30000,0.2643171806167401,0.45528952875638024,0.37188176373860893,0.3584747681519963,0.4621250127595658,0.4605963544886659,0.602933404843538,0.4518834721231258,0.610878534005681,113500,0.44769740862616564,0.13658094936011683
6c496444,cost,Cost Efficient,true,heat,8,monitor package,3000,24000,0.24806201550387597,0.4863526588916699,0.5813165142112084,0.45375118996336394,0.3212273006076739,0.4334882394469231,0.6843659046430964,0.493416967960656,0.7504678149562357,96750,0.3830638620072977,0.18807885671857583
6c496444,cost,Cost Efficient,true,air,4,calibrated station package,8000,32000,0.330749354005168,0.46672516474103737,0.42400725362563085,0.34192082595064516,0.16021497802888984,0.3700327925826624,0.5354821571149205,0.3830638620072977,0.7504678149562357,96750,0.3830638620072977,0.18807885671857583
6c496444,cost,Cost Efficient,true,soil,21,sample + laboratory package,750,15750,0.16279069767441862,0.5168981551241651,0.36441962304632,0.4732614892820452,0.6830894900126605,0.5639607596139445,0.8252267952761054,0.5711427187258735,0.7504678149562357,96750,0.3830638620072977,0.18807885671857583
6c496444,cost,Cost Efficient,true,water,5,station or sampling package,5000,25000,0.25839793281653745,0.400359224852683,0.3250766721230236,0.312291347842318,0.40679528960772826,0.40422533913981085,0.5309002758942769,0.39660802490997343,0.7504678149562357,96750,0.3830638620072977,0.18807885671857583
